Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-02-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.11,397.04,28.74,2.41,eia.gov,false,
2021-02-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.62,399.68,27.82,3.19,eia.gov,false,
2021-02-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.72,400.62,26.26,2.65,eia.gov,false,
2021-02-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,287.54,376.44,29.29,2.93,eia.gov,false,
2021-02-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,283.79,372.27,29.80,3.40,eia.gov,false,
2021-02-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,284.18,372.80,29.64,3.23,eia.gov,false,
2021-02-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,288.07,377.48,28.86,2.88,eia.gov,false,
2021-02-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,292.96,382.65,28.41,2.31,eia.gov,false,
2021-02-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,297.25,387.62,27.73,2.54,eia.gov,false,
2021-02-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,296.45,387.56,27.07,2.61,eia.gov,false,
2021-02-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,279.25,367.82,29.22,3.45,eia.gov,false,
2021-02-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,290.80,378.84,29.20,2.40,eia.gov,false,
2021-02-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,297.20,385.30,28.88,3.72,eia.gov,false,
2021-02-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.78,392.25,27.38,2.46,eia.gov,false,
2021-02-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,275.75,356.54,35.83,6.00,eia.gov,false,
2021-02-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.96,362.01,36.19,5.29,eia.gov,false,
2021-02-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.37,368.54,33.21,4.26,eia.gov,false,
2021-02-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,279.14,363.46,32.67,5.25,eia.gov,false,
2021-02-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,271.25,355.76,32.84,4.72,eia.gov,false,
2021-02-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,267.88,352.17,33.15,5.29,eia.gov,false,
2021-02-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.29,371.88,30.71,4.38,eia.gov,false,
2021-02-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,288.94,376.61,29.66,4.17,eia.gov,false,
2021-02-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,289.08,376.90,29.50,4.17,eia.gov,false,
2021-03-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.48,394.46,25.65,3.58,eia.gov,false,
2021-03-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.60,416.24,21.21,2.60,eia.gov,false,
2021-03-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,314.50,409.76,22.55,3.04,eia.gov,false,
2021-03-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.48,393.41,26.71,4.53,eia.gov,false,
2021-03-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,282.42,367.85,31.95,5.43,eia.gov,false,
2021-03-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,278.36,362.72,32.50,1.54,eia.gov,false,
2021-03-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,258.66,337.55,38.15,6.21,eia.gov,false,
2021-03-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,261.57,342.33,36.58,6.12,eia.gov,false,
2021-03-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,257.79,338.86,36.64,5.82,eia.gov,false,
2021-03-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,256.01,336.53,37.13,6.07,eia.gov,false,
2021-03-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,261.89,343.89,35.70,5.85,eia.gov,false,
2021-03-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,266.38,348.95,35.26,5.89,eia.gov,false,
2021-03-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,261.49,343.97,35.31,5.77,eia.gov,false,
2021-03-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,260.90,343.16,35.38,5.74,eia.gov,false,
2021-03-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,272.23,358.60,31.76,4.75,eia.gov,false,
2021-03-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,290.77,378.90,30.16,4.61,eia.gov,false,
2021-03-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,293.50,382.56,29.26,4.93,eia.gov,false,
2021-03-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,298.22,389.60,26.93,3.69,eia.gov,false,
2021-03-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,290.20,378.70,30.13,5.64,eia.gov,false,
2021-03-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,283.88,369.81,32.49,4.06,eia.gov,false,
2021-03-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,284.81,370.26,32.83,3.46,eia.gov,false,
2021-03-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,282.54,367.65,33.24,4.20,eia.gov,false,
2021-03-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.19,365.42,34.07,5.79,eia.gov,false,
2021-03-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,280.46,364.75,33.85,5.59,eia.gov,false,
2021-03-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,296.39,385.37,29.31,5.01,eia.gov,false,
2021-03-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,299.56,389.76,28.05,4.45,eia.gov,false,
2021-03-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,298.99,388.39,28.78,4.56,eia.gov,false,
2021-03-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,297.64,387.16,28.73,4.63,eia.gov,false,
2021-03-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,301.87,392.47,27.70,3.95,eia.gov,false,
2021-03-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,297.96,388.91,27.51,4.07,eia.gov,false,
2021-03-31 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,301.75,393.44,26.76,3.94,eia.gov,false,
2021-04-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,298.18,388.07,28.47,4.18,eia.gov,false,
2021-04-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,271.18,352.84,36.58,6.90,eia.gov,false,
2021-04-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,266.23,346.42,37.99,6.50,eia.gov,false,
2021-04-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,264.88,344.56,38.41,6.73,eia.gov,false,
2021-04-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,267.09,347.87,37.31,6.90,eia.gov,false,
2021-04-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,274.98,357.10,35.89,6.52,eia.gov,false,
2021-04-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,275.69,358.77,35.00,6.48,eia.gov,false,
2021-04-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,277.18,361.95,33.52,5.97,eia.gov,false,
2021-04-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,292.16,380.96,29.68,5.28,eia.gov,false,
2021-04-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,311.43,405.79,24.44,4.96,eia.gov,false,
2021-04-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.66,416.21,22.18,2.38,eia.gov,false,
2021-04-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,311.45,404.29,25.82,5.80,eia.gov,false,
2021-04-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.78,413.66,24.90,6.30,eia.gov,false,
2021-04-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,326.95,422.20,23.46,5.53,eia.gov,false,
2021-04-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.93,415.49,23.08,4.59,eia.gov,false,
2021-04-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,324.19,420.65,22.28,4.16,eia.gov,false,
2021-04-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.78,414.27,22.13,4.14,eia.gov,false,
2021-04-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,326.93,424.18,21.17,3.82,eia.gov,false,
2021-04-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,330.54,429.02,20.02,3.22,eia.gov,false,
2021-04-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,327.00,424.30,21.20,2.97,eia.gov,false,
2021-04-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,320.46,416.49,22.79,4.60,eia.gov,false,
2021-04-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,310.68,404.45,25.25,6.56,eia.gov,false,
2021-04-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.87,403.39,24.30,5.66,eia.gov,false,
2021-04-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.23,402.78,24.30,6.74,eia.gov,false,
2021-04-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,316.24,412.99,22.00,5.15,eia.gov,false,
2021-04-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,311.74,408.08,22.52,5.49,eia.gov,false,
2021-04-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.94,405.59,23.20,5.57,eia.gov,false,
2021-04-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.15,412.67,23.13,5.63,eia.gov,false,
2021-04-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,325.28,422.67,21.19,4.92,eia.gov,false,
2021-04-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,329.34,427.69,20.14,4.19,eia.gov,false,
2021-05-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,324.15,420.43,22.17,5.45,eia.gov,false,
2021-05-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,329.09,426.67,20.86,4.43,eia.gov,false,
2021-05-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,334.03,432.85,19.93,4.63,eia.gov,false,
2021-05-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,337.46,437.11,19.20,4.58,eia.gov,false,
2021-05-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,336.99,436.29,19.43,4.61,eia.gov,false,
2021-05-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,342.06,441.99,18.77,3.82,eia.gov,false,
2021-05-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.89,419.01,22.49,6.08,eia.gov,false,
2021-05-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,316.00,409.78,24.81,6.66,eia.gov,false,
2021-05-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,318.19,413.22,23.58,6.02,eia.gov,false,
2021-05-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,329.45,427.64,20.27,4.24,eia.gov,false,
2021-05-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,329.45,427.39,20.33,4.26,eia.gov,false,
2021-05-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,325.65,423.17,21.10,6.17,eia.gov,false,
2021-05-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,333.55,432.63,19.34,2.88,eia.gov,false,
2021-05-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,319.71,414.62,23.59,5.81,eia.gov,false,
2021-05-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.35,394.95,25.64,7.80,eia.gov,false,
2021-05-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,299.01,391.75,25.53,8.04,eia.gov,false,
2021-05-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,303.17,397.36,23.97,5.94,eia.gov,false,
2021-05-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.90,394.14,24.84,5.61,eia.gov,false,
2021-05-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,293.37,384.19,27.01,4.89,eia.gov,false,
2021-05-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,284.66,373.32,29.11,5.61,eia.gov,false,
2021-05-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,285.25,373.31,29.56,5.40,eia.gov,false,
2021-05-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,279.25,366.05,30.85,6.02,eia.gov,false,
2021-05-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,278.83,365.14,31.28,6.43,eia.gov,false,
2021-05-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,281.25,368.43,30.42,6.57,eia.gov,false,
2021-05-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,286.48,375.13,29.00,6.16,eia.gov,false,
2021-05-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,292.27,382.16,27.73,5.60,eia.gov,false,
2021-05-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,294.68,385.03,27.24,5.33,eia.gov,false,
2021-05-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,294.75,385.29,27.09,5.32,eia.gov,false,
2021-05-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,288.83,378.89,27.70,5.47,eia.gov,false,
2021-05-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,294.77,385.12,27.21,4.57,eia.gov,false,
2021-05-31 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,289.29,378.55,28.37,5.44,eia.gov,false,
2021-06-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,293.18,382.99,27.79,5.30,eia.gov,false,
2021-06-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,296.03,386.83,26.74,4.04,eia.gov,false,
2021-06-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.74,392.42,25.89,3.85,eia.gov,false,
2021-06-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,303.59,395.79,25.34,3.59,eia.gov,false,
2021-06-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.95,392.80,25.86,5.22,eia.gov,false,
2021-06-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,301.01,393.33,25.39,4.30,eia.gov,false,
2021-06-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.66,402.43,24.05,3.88,eia.gov,false,
2021-06-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.82,401.52,25.17,4.89,Electricity Maps Estimation; eia.gov,false,
2021-06-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,314.55,407.41,25.09,4.85,eia.gov,false,
2021-06-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.25,410.92,24.31,4.47,eia.gov,false,
2021-06-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,315.00,409.07,24.02,4.39,eia.gov,false,
2021-06-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,306.19,399.53,24.71,3.93,eia.gov,false,
2021-06-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.20,392.08,26.11,4.43,eia.gov,false,
2021-06-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,300.51,392.45,26.09,3.57,eia.gov,false,
2021-06-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.48,401.15,26.17,3.56,eia.gov,false,
2021-06-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,303.62,394.67,26.58,3.12,eia.gov,false,
2021-06-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,304.78,395.38,27.15,3.68,eia.gov,false,
2021-06-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,315.60,408.89,24.70,3.36,eia.gov,false,
2021-06-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.28,411.07,24.21,3.79,eia.gov,false,
2021-06-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,318.72,413.15,23.56,3.55,eia.gov,false,
2021-06-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,323.51,418.80,22.68,2.70,eia.gov,false,
2021-06-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,321.44,416.76,22.67,3.03,eia.gov,false,
2021-06-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,318.93,412.98,23.83,3.10,eia.gov,false,
2021-06-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,313.37,405.34,25.81,3.47,eia.gov,false,
2021-06-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.25,404.55,25.57,2.93,eia.gov,false,
2021-06-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,313.51,406.09,25.38,3.48,eia.gov,false,
2021-06-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,309.67,401.64,26.14,4.90,eia.gov,false,
2021-06-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,315.53,408.52,25.02,3.73,eia.gov,false,
2021-06-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.30,410.66,24.62,2.78,eia.gov,false,
2021-06-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,314.14,406.00,26.00,2.81,eia.gov,false,
2021-07-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,314.41,406.69,25.63,3.18,eia.gov,false,
2021-07-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,313.41,405.90,25.49,4.08,eia.gov,false,
2021-07-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,316.70,411.07,23.70,2.99,eia.gov,false,
2021-07-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,314.63,408.56,24.19,3.82,eia.gov,false,
2021-07-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.63,412.20,23.55,3.32,eia.gov,false,
2021-07-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,311.18,404.67,24.56,2.20,eia.gov,false,
2021-07-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,308.64,402.80,24.03,2.46,eia.gov,false,
2021-07-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,304.01,397.51,24.75,4.13,eia.gov,false,
2021-07-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,310.25,404.45,23.93,3.70,eia.gov,false,
2021-07-10 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,302.78,395.74,25.24,4.05,eia.gov,false,
2021-07-11 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,307.79,400.47,25.36,3.86,eia.gov,false,
2021-07-12 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.58,405.81,24.86,3.68,eia.gov,false,
2021-07-13 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,310.69,403.18,25.65,4.24,eia.gov,false,
2021-07-14 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.94,405.83,25.25,4.24,eia.gov,false,
2021-07-15 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,313.38,406.87,24.71,4.70,eia.gov,false,
2021-07-16 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.82,406.97,24.19,4.72,eia.gov,false,
2021-07-17 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,306.20,399.65,24.75,4.09,eia.gov,false,
2021-07-18 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,310.84,404.39,24.56,3.98,eia.gov,false,
2021-07-19 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,318.66,413.88,22.93,3.62,eia.gov,false,
2021-07-20 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,315.28,409.45,23.95,4.01,eia.gov,false,
2021-07-21 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,315.96,410.00,24.02,4.27,eia.gov,false,
2021-07-22 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,321.42,416.63,22.81,4.16,eia.gov,false,
2021-07-23 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.53,418.26,22.31,3.74,eia.gov,false,
2021-07-24 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.02,404.99,25.11,4.88,eia.gov,false,
2021-07-25 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,312.49,405.55,25.17,6.07,eia.gov,false,
2021-07-26 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.68,418.11,22.61,3.21,eia.gov,false,
2021-07-27 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,324.17,420.08,22.23,3.10,eia.gov,false,
2021-07-28 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,320.74,415.48,23.34,3.26,eia.gov,false,
2021-07-29 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,317.22,411.69,23.74,3.92,eia.gov,false,
2021-07-30 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,318.01,412.41,23.81,4.60,eia.gov,false,
2021-07-31 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.86,419.27,21.99,5.36,eia.gov,false,
2021-08-01 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,324.77,420.46,22.40,3.97,eia.gov,false,
2021-08-02 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.96,418.35,22.70,3.80,eia.gov,false,
2021-08-03 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,322.11,417.09,22.92,2.13,eia.gov,false,
2021-08-04 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,313.84,406.20,25.47,2.42,eia.gov,false,
2021-08-05 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,321.54,417.09,22.66,2.93,eia.gov,false,
2021-08-06 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,323.53,419.91,21.91,3.85,eia.gov,false,
2021-08-07 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,326.91,423.15,21.90,3.52,eia.gov,false,
2021-08-08 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,324.99,420.67,22.43,3.80,eia.gov,false,
2021-08-09 00:00:00,USA,Florida Power and Light Company,US-FLA-FPL,331.27,428.38,21.18,3.68,eia.gov,false,
